Date,Open,High,Low,Close,Adj Close,Volume
2010-01-14,12049.099609,12050.400391,11902.299805,11999.799805,11999.788086,153800
2010-01-15,12028.500000,12085.299805,11818.599609,11845.000000,11844.988281,236400
2010-01-18,11888.500000,11897.700195,11788.799805,11870.700195,11870.688477,95600
2010-01-19,11850.400391,12049.200195,11772.500000,12022.599609,12022.587891,202400
2010-01-20,11987.299805,12039.000000,11642.500000,11709.000000,11708.988281,233600
2010-01-21,11771.799805,11788.799805,11414.099609,11444.000000,11443.988281,288200
2010-01-22,11410.000000,11423.500000,11204.500000,11373.400391,11373.388672,302600
2010-01-25,11275.400391,11383.299805,11223.700195,11249.299805,11249.288086,203600
2010-01-26,11158.799805,11385.500000,11140.400391,11347.299805,11347.288086,217400
2010-01-27,11199.500000,11203.900391,10997.700195,11042.200195,11042.189453,328400
2010-01-28,11154.900391,11200.500000,10829.299805,10829.299805,10829.289063,287000
2010-01-29,10904.000000,11045.299805,10821.200195,10947.700195,10947.689453,222400
2010-02-01,10852.400391,11033.700195,10839.400391,10995.200195,10995.189453,202800
2010-02-02,11022.400391,11158.400391,10945.500000,11140.900391,11140.888672,208600
2010-02-03,11189.599609,11201.599609,10867.799805,10888.400391,10888.389648,269200
2010-02-04,10882.299805,10920.099609,10220.700195,10241.700195,10241.689453,503400
2010-02-05,10123.299805,10277.500000,9916.599609,10103.299805,10103.290039,537800
2010-02-08,10132.099609,10259.200195,9970.900391,10206.299805,10206.289063,310600
2010-02-09,10160.799805,10339.200195,10084.900391,10275.400391,10275.389648,279600
2010-02-10,10383.099609,10543.099609,10358.900391,10455.000000,10454.989258,306800
2010-02-11,10554.500000,10557.400391,10162.700195,10281.700195,10281.689453,263000
2010-02-12,10393.900391,10409.799805,10149.200195,10224.900391,10224.889648,183600
2010-02-15,10298.500000,10386.799805,10240.299805,10293.599609,10293.588867,110000
2010-02-16,10397.900391,10430.500000,10230.400391,10393.900391,10393.889648,151800
2010-02-17,10470.900391,10551.500000,10426.500000,10498.599609,10498.588867,198800
2010-02-18,10466.700195,10574.200195,10417.900391,10574.200195,10574.189453,197400
2010-02-19,10472.400391,10676.700195,10404.000000,10676.700195,10676.689453,244800
2010-02-22,10752.500000,10773.599609,10541.099609,10570.500000,10570.489258,150200
2010-02-23,10597.599609,10638.599609,10267.500000,10312.900391,10312.889648,212000
2010-02-24,10304.700195,10333.799805,10089.400391,10254.000000,10253.989258,221800
2010-02-25,10195.599609,10312.400391,10047.200195,10126.200195,10126.189453,219800
2010-02-26,10243.400391,10345.200195,10118.400391,10333.599609,10333.588867,230200
2010-03-01,10434.700195,10504.900391,10287.599609,10434.900391,10434.889648,164800
2010-03-02,10441.799805,10532.900391,10339.299805,10521.500000,10521.489258,176200
2010-03-03,10485.099609,10679.500000,10411.799805,10664.500000,10664.489258,194800
2010-03-04,10595.599609,10814.599609,10577.099609,10745.299805,10745.289063,231200
2010-03-05,10780.099609,11032.799805,10718.599609,11019.799805,11019.789063,217400
2010-03-08,11103.099609,11123.799805,11031.700195,11078.299805,11078.289063,170600
2010-03-09,11101.099609,11108.599609,10911.099609,11002.799805,11002.789063,170600
2010-03-10,11018.299805,11121.000000,10976.799805,11121.000000,11120.988281,166400
2010-03-11,11076.200195,11128.000000,10988.299805,11045.400391,11045.389648,156000
2010-03-12,11078.900391,11181.299805,11049.400391,11077.000000,11076.989258,148400
2010-03-15,11069.900391,11078.299805,10932.200195,10957.799805,10957.789063,145600
2010-03-16,11028.599609,11061.799805,10921.099609,11059.299805,11059.289063,167000
2010-03-17,11128.000000,11190.000000,11090.400391,11166.799805,11166.788086,172200
2010-03-18,11119.599609,11156.400391,11021.299805,11073.500000,11073.489258,177400
2010-03-19,11132.400391,11141.400391,10929.599609,10990.799805,10990.789063,277800
2010-03-22,10959.599609,10960.400391,10694.200195,10861.900391,10861.889648,212800
2010-03-23,10884.500000,11013.900391,10864.799805,10996.200195,10996.189453,215000
2010-03-24,11027.000000,11041.099609,10747.500000,10866.299805,10866.289063,217800
2010-03-25,10908.500000,11092.799805,10825.900391,11091.400391,11091.388672,189800
2010-03-26,11054.099609,11124.000000,11004.000000,11071.099609,11071.088867,150000
2010-03-29,11108.200195,11166.400391,11013.000000,11091.000000,11090.988281,134400
2010-03-30,11133.599609,11157.000000,10968.000000,10980.700195,10980.689453,131800
2010-03-31,10942.799805,11014.799805,10774.000000,10871.299805,10871.289063,196200
2010-04-01,10950.400391,11067.900391,10893.000000,11067.900391,11067.889648,127800
2010-04-06,11143.200195,11185.099609,10968.200195,11160.599609,11160.587891,165600
2010-04-07,11152.299805,11235.700195,11083.200195,11191.299805,11191.288086,213800
2010-04-08,11134.000000,11153.000000,10977.000000,11076.299805,11076.289063,203000
2010-04-09,11161.099609,11408.500000,11139.500000,11394.200195,11394.188477,257600
2010-04-12,11468.000000,11554.799805,11416.099609,11460.799805,11460.788086,191800
2010-04-13,11415.799805,11535.700195,11403.500000,11461.000000,11460.988281,196600
2010-04-14,11519.599609,11566.099609,11460.200195,11503.700195,11503.688477,155800
2010-04-15,11533.099609,11543.900391,11372.000000,11523.500000,11523.488281,196800
2010-04-16,11441.700195,11546.900391,11210.500000,11259.700195,11259.688477,318000
2010-04-19,11155.500000,11264.099609,11118.200195,11199.500000,11199.488281,200600
2010-04-20,11256.299805,11334.700195,11140.099609,11305.599609,11305.587891,186400
2010-04-21,11328.500000,11337.299805,11041.799805,11064.700195,11064.689453,210800
2010-04-22,11045.099609,11079.200195,10753.400391,10821.900391,10821.889648,297200
2010-04-23,10833.200195,11027.299805,10759.700195,10918.200195,10918.189453,225400
2010-04-26,11042.700195,11092.599609,10837.799805,10939.299805,10939.289063,243600
2010-04-27,10884.599609,10904.500000,10480.900391,10480.900391,10480.889648,317200
2010-04-28,10350.799805,10480.299805,10077.900391,10167.000000,10166.989258,502800
2010-04-29,10190.700195,10511.299805,10138.599609,10441.000000,10440.989258,325200
2010-04-30,10477.099609,10648.599609,10382.200195,10492.200195,10492.189453,270800
2010-05-03,10426.200195,10452.200195,10272.000000,10422.799805,10422.789063,162600
2010-05-04,10363.599609,10411.799805,9812.799805,9859.099609,9859.089844,462200
2010-05-05,9864.599609,9904.500000,9505.700195,9635.200195,9635.190430,516200
2010-05-06,9539.200195,9837.500000,9267.500000,9352.599609,9352.589844,460600
2010-05-07,9175.400391,9568.799805,8925.900391,9046.099609,9046.090820,539400
2010-05-10,9059.200195,10351.900391,9058.599609,10351.900391,10351.889648,694200
2010-05-11,10056.700195,10146.799805,9731.299805,10008.599609,10008.589844,372000
2010-05-12,9927.900391,10284.900391,9812.200195,10089.799805,10089.790039,296200
2010-05-13,10222.500000,10222.500000,9846.299805,9977.500000,9977.490234,230200
2010-05-14,9891.099609,9896.799805,9192.599609,9314.700195,9314.690430,397400
2010-05-17,9224.299805,9488.400391,9140.500000,9286.099609,9286.089844,292000
2010-05-18,9480.900391,9716.799805,9419.599609,9627.599609,9627.589844,280400
2010-05-19,9430.299805,9518.400391,9233.200195,9376.500000,9376.490234,292600
2010-05-20,9471.700195,9564.099609,9037.500000,9270.500000,9270.490234,323400
2010-05-21,9288.500000,9443.500000,9005.900391,9407.299805,9407.290039,468400
2010-05-24,9514.799805,9552.299805,9169.799805,9287.900391,9287.890625,184400
2010-05-25,8969.900391,9027.400391,8812.099609,9004.400391,9004.391602,342200
2010-05-26,9156.000000,9241.799805,9042.599609,9042.599609,9042.590820,329200
2010-05-27,9129.500000,9395.099609,8906.799805,9334.900391,9334.890625,351400
2010-05-28,9452.099609,9492.099609,9372.200195,9425.500000,9425.490234,237600
2010-05-31,9346.099609,9403.799805,9328.400391,9359.400391,9359.390625,114200
2010-06-01,9282.200195,9356.200195,9019.400391,9299.700195,9299.690430,241600
2010-06-02,9212.099609,9304.500000,9031.900391,9268.000000,9267.990234,229400
2010-06-03,9469.700195,9488.799805,9258.299805,9276.200195,9276.190430,209200
2010-06-04,9289.599609,9315.099609,8881.700195,8923.400391,8923.391602,324000
2010-06-07,8825.200195,8962.599609,8664.000000,8795.299805,8795.291016,244800
2010-06-08,8880.400391,8888.900391,8563.599609,8669.799805,8669.791016,263200
2010-06-09,8725.900391,8868.700195,8610.599609,8868.700195,8868.691406,273000
2010-06-10,8807.799805,9242.599609,8712.299805,9198.200195,9198.190430,291800
2010-06-11,9276.000000,9648.700195,9265.700195,9561.700195,9561.690430,422400
2010-06-14,9662.000000,9690.700195,9483.700195,9584.000000,9583.990234,265800
2010-06-15,9475.799805,9764.900391,9414.000000,9742.000000,9741.990234,257000
2010-06-16,9803.900391,9838.799805,9572.200195,9683.299805,9683.290039,250800
2010-06-17,9671.000000,9841.299805,9650.900391,9755.099609,9755.089844,239400
2010-06-18,9774.799805,10051.799805,9773.599609,9971.799805,9971.790039,398800
2010-06-21,10127.700195,10209.500000,10016.000000,10071.900391,10071.890625,204000
2010-06-22,10020.700195,10071.700195,9872.000000,10016.099609,10016.089844,225600
2010-06-23,9896.599609,10031.299805,9824.700195,9886.000000,9885.990234,186400
2010-06-24,9953.700195,9969.799805,9549.299805,9586.500000,9586.490234,221800
2010-06-25,9576.400391,9677.599609,9451.500000,9535.000000,9534.990234,229400
2010-06-28,9612.400391,9705.200195,9490.099609,9688.500000,9688.490234,186800
2010-06-29,9525.400391,9544.900391,9160.400391,9160.400391,9160.390625,247600
2010-06-30,9212.099609,9407.400391,9122.599609,9263.400391,9263.390625,280000
2010-07-01,9041.700195,9341.000000,8977.700195,9178.200195,9178.190430,277600
2010-07-02,9228.000000,9434.299805,9158.700195,9250.799805,9250.790039,209600
2010-07-05,9247.299805,9367.299805,9202.000000,9281.500000,9281.490234,153600
2010-07-06,9356.000000,9698.099609,9346.299805,9615.000000,9614.990234,222600
2010-07-07,9529.799805,9987.400391,9457.000000,9987.400391,9987.390625,345200
2010-07-08,10067.900391,10120.700195,9929.599609,10080.500000,10080.490234,321000
2010-07-09,10165.400391,10185.500000,10044.700195,10127.299805,10127.289063,204200
2010-07-12,10145.400391,10146.400391,9967.500000,10058.200195,10058.190430,153800
2010-07-13,10084.599609,10259.500000,10044.000000,10259.500000,10259.489258,181600
2010-07-14,10309.599609,10315.200195,10159.400391,10278.500000,10278.489258,183800
2010-07-15,10232.700195,10318.700195,10077.299805,10160.200195,10160.189453,249600
2010-07-16,10196.200195,10253.900391,9913.299805,9991.700195,9991.690430,206800
2010-07-19,9961.299805,10157.599609,9849.900391,9929.799805,9929.790039,154000
2010-07-20,10036.200195,10076.200195,9804.900391,10061.299805,10061.290039,192400
2010-07-21,10129.099609,10168.299805,10003.500000,10040.799805,10040.790039,185000
2010-07-22,9974.400391,10334.700195,9967.799805,10302.900391,10302.889648,203200
2010-07-23,10257.500000,10417.299805,10221.400391,10388.200195,10388.189453,279600
2010-07-26,10476.700195,10512.400391,10331.000000,10506.700195,10506.689453,174600
2010-07-27,10544.799805,10684.700195,10533.099609,10645.000000,10644.989258,257400
2010-07-28,10712.400391,10721.799805,10595.900391,10643.900391,10643.889648,196600
2010-07-29,10678.000000,10788.000000,10602.500000,10659.500000,10659.489258,217400
2010-07-30,10607.799805,10638.599609,10430.299805,10499.799805,10499.789063,214600
2010-08-02,10535.400391,10860.799805,10489.799805,10835.400391,10835.389648,219400
2010-08-03,10781.900391,10884.000000,10727.400391,10871.400391,10871.389648,183000
2010-08-04,10865.400391,10905.700195,10720.500000,10843.299805,10843.289063,150800
2010-08-05,10868.400391,10953.099609,10786.400391,10840.000000,10839.989258,150200
2010-08-06,10886.200195,10907.299805,10576.500000,10651.099609,10651.088867,166800
2010-08-09,10802.799805,10831.200195,10764.799805,10812.599609,10812.588867,106400
2010-08-10,10757.299805,10801.900391,10673.900391,10718.500000,10718.489258,117600
2010-08-11,10631.900391,10688.099609,10336.000000,10374.799805,10374.789063,208200
2010-08-12,10335.000000,10432.400391,10259.700195,10342.400391,10342.389648,173600
2010-08-13,10438.400391,10448.200195,10201.599609,10275.799805,10275.789063,165400
2010-08-16,10284.500000,10335.700195,10143.700195,10258.299805,10258.289063,119600
2010-08-17,10283.700195,10380.500000,10203.900391,10369.500000,10369.489258,138800
2010-08-18,10322.799805,10411.900391,10250.900391,10391.000000,10390.989258,107400
2010-08-19,10441.000000,10538.200195,10225.599609,10238.000000,10237.989258,175800
2010-08-20,10220.900391,10302.599609,10018.700195,10094.299805,10094.290039,154400
2010-08-23,10117.099609,10306.200195,10087.700195,10221.200195,10221.189453,119938000
2010-08-24,10129.500000,10140.700195,9954.799805,10052.299805,10052.290039,157979000
2010-08-25,10034.700195,10088.700195,9773.799805,9894.000000,9893.990234,186301000
2010-08-26,9992.799805,10056.400391,9934.799805,10004.400391,10004.390625,138039000
2010-08-27,9951.299805,10164.799805,9938.099609,10148.200195,10148.189453,148166000
2010-08-30,10201.500000,10211.599609,10097.700195,10136.000000,10135.989258,74499000
2010-08-31,9980.900391,10187.000000,9964.200195,10187.000000,10186.989258,181126000
2010-09-01,10232.700195,10544.799805,10170.099609,10544.799805,10544.789063,200281000
2010-09-02,10513.900391,10578.599609,10467.700195,10537.599609,10537.588867,148750000
2010-09-03,10556.900391,10708.799805,10503.099609,10599.400391,10599.389648,180728000
2010-09-06,10678.799805,10678.900391,10597.900391,10622.700195,10622.689453,79130000
2010-09-07,10579.200195,10592.400391,10410.299805,10479.099609,10479.088867,145891000
2010-09-08,10449.099609,10609.400391,10420.000000,10586.200195,10586.189453,147374000
2010-09-09,10547.299805,10773.599609,10497.900391,10712.900391,10712.889648,186434000
2010-09-10,10642.700195,10725.000000,10622.700195,10689.599609,10689.588867,140766000
2010-09-13,10775.700195,10831.200195,10734.000000,10765.200195,10765.189453,154164000
2010-09-14,10759.900391,10835.000000,10689.900391,10806.599609,10806.588867,161443000
2010-09-15,10846.000000,10846.500000,10670.000000,10751.799805,10751.789063,146178000
2010-09-16,10741.799805,10787.599609,10703.500000,10716.799805,10716.789063,133924000
2010-09-17,10799.599609,10839.700195,10544.400391,10588.599609,10588.588867,313047000
2010-09-20,10622.099609,10751.299805,10569.099609,10743.099609,10743.088867,173247000
2010-09-21,10718.200195,10902.500000,10718.099609,10762.500000,10762.489258,213903000
2010-09-22,10803.900391,10805.500000,10511.900391,10555.200195,10555.189453,220396000
2010-09-23,10652.799805,10653.500000,10401.799805,10501.500000,10501.489258,229657000
2010-09-24,10456.900391,10748.400391,10418.400391,10727.599609,10727.588867,234779000
2010-09-27,10732.000000,10767.299805,10574.799805,10613.000000,10612.989258,147302000
2010-09-28,10570.900391,10664.000000,10413.599609,10590.700195,10590.689453,207880000
2010-09-29,10610.400391,10670.299805,10427.299805,10486.799805,10486.789063,175515000
2010-09-30,10407.400391,10681.000000,10378.799805,10514.500000,10514.489258,233735000
2010-10-01,10520.099609,10638.000000,10391.599609,10450.099609,10450.088867,227229000
2010-10-04,10449.200195,10493.299805,10310.200195,10383.000000,10382.989258,186749000
2010-10-05,10404.500000,10654.700195,10341.000000,10651.200195,10651.189453,205515000
2010-10-06,10724.599609,10803.299805,10674.299805,10700.200195,10700.189453,225497000
2010-10-07,10701.400391,10830.200195,10595.500000,10740.299805,10740.289063,177982000
2010-10-08,10705.900391,10758.099609,10632.000000,10720.799805,10720.789063,156847000
2010-10-11,10723.799805,10756.900391,10645.400391,10700.799805,10700.789063,145726000
2010-10-12,10637.900391,10666.500000,10529.700195,10648.200195,10648.189453,157526000
2010-10-13,10680.200195,10894.799805,10662.400391,10866.099609,10866.088867,223613000
2010-10-14,10898.799805,10982.099609,10847.400391,10849.700195,10849.689453,214966000
2010-10-15,10866.000000,10895.700195,10785.700195,10868.200195,10868.189453,228686000
2010-10-18,10820.099609,10908.099609,10751.200195,10897.700195,10897.689453,165844000
2010-10-19,10883.700195,11021.599609,10854.099609,10895.299805,10895.289063,269322000
2010-10-20,10841.099609,10915.299805,10806.700195,10896.900391,10896.889648,172940000
2010-10-21,10830.200195,10943.000000,10797.500000,10892.299805,10892.289063,233268000
2010-10-22,10860.599609,10984.200195,10826.099609,10924.799805,10924.789063,133642000
2010-10-25,10986.000000,10988.400391,10835.200195,10870.299805,10870.289063,149932000
2010-10-26,10825.000000,10855.900391,10729.700195,10797.799805,10797.789063,172823000
2010-10-27,10747.400391,10865.400391,10693.700195,10700.099609,10700.088867,222956000
2010-10-28,10715.700195,10777.599609,10657.299805,10753.500000,10753.489258,238585000
2010-10-29,10735.299805,10878.700195,10683.900391,10812.900391,10812.889648,201939000
2010-11-01,10901.799805,10903.400391,10602.200195,10649.500000,10649.489258,193508000
2010-11-02,10562.200195,10768.599609,10540.200195,10762.099609,10762.088867,284248000
2010-11-03,10788.500000,10795.099609,10528.400391,10569.500000,10569.489258,239127000
2010-11-04,10698.400391,10744.299805,10567.400391,10602.799805,10602.789063,313369000
2010-11-05,10657.500000,10660.400391,10369.900391,10428.099609,10428.088867,324960000
2010-11-08,10335.000000,10351.400391,10217.400391,10291.799805,10291.789063,230096000
2010-11-09,10254.400391,10448.599609,10237.700195,10409.799805,10409.789063,216064000
2010-11-10,10379.599609,10417.500000,10171.099609,10235.400391,10235.389648,260498000
2010-11-11,10224.500000,10242.099609,10062.900391,10149.500000,10149.489258,286054000
2010-11-12,9980.400391,10296.099609,9891.000000,10226.799805,10226.789063,334717000
2010-11-15,10165.500000,10377.799805,10131.599609,10349.700195,10349.689453,184836000
2010-11-16,10264.900391,10299.400391,10095.400391,10095.400391,10095.390625,209493000
2010-11-17,10085.599609,10219.599609,10074.000000,10189.299805,10189.289063,179678000
2010-11-18,10250.299805,10363.299805,10249.000000,10325.299805,10325.289063,232811000
2010-11-19,10326.700195,10327.400391,10133.200195,10271.700195,10271.689453,333406000
2010-11-22,10388.799805,10393.400391,9968.299805,9996.400391,9996.390625,270912000
2010-11-23,9943.299805,9943.299805,9691.799805,9691.799805,9691.790039,353051000
2010-11-24,9706.900391,9790.299805,9567.700195,9742.599609,9742.589844,284383000
2010-11-25,9790.900391,9790.900391,9556.099609,9721.799805,9721.790039,214012000
2010-11-26,9649.400391,9652.799805,9442.599609,9547.200195,9547.190430,338450000
2010-11-29,9587.000000,9676.700195,9312.700195,9324.700195,9324.690430,356379000
2010-11-30,9362.200195,9397.700195,9203.400391,9267.200195,9267.190430,387037000
2010-12-01,9344.200195,9715.799805,9331.400391,9678.400391,9678.390625,382574000
2010-12-02,9788.400391,9986.500000,9549.000000,9947.599609,9947.589844,449858000
2010-12-03,9915.500000,10037.400391,9882.900391,10014.799805,10014.790039,281357000
2010-12-06,10015.900391,10034.099609,9853.099609,9889.900391,9889.890625,169558000
2010-12-07,9884.000000,10027.900391,9826.299805,9924.700195,9924.690430,254821000
2010-12-08,9865.700195,10162.000000,9834.299805,10078.400391,10078.390625,196241000
2010-12-09,10167.700195,10230.299805,10107.000000,10185.500000,10185.489258,241240000
2010-12-10,10224.599609,10226.200195,10064.500000,10121.900391,10121.889648,190485000
2010-12-13,10165.799805,10219.700195,10093.700195,10151.200195,10151.189453,166397000
2010-12-14,10164.599609,10181.299805,10038.400391,10162.700195,10162.689453,184160000
2010-12-15,10072.500000,10080.099609,9944.599609,10009.799805,10009.790039,227045000
2010-12-16,9993.599609,10060.099609,9919.700195,10010.299805,10010.290039,192704000
2010-12-17,10057.000000,10057.500000,9850.099609,9898.099609,9898.089844,379742000
2010-12-20,9915.599609,10057.500000,9851.099609,9996.099609,9996.089844,246700000
2010-12-21,10070.900391,10238.900391,10037.700195,10203.400391,10203.389648,187802000
2010-12-22,10214.799805,10253.900391,10165.799805,10183.500000,10183.489258,156057000
2010-12-23,10202.299805,10220.000000,10100.299805,10106.900391,10106.890625,121337000
2010-12-27,10077.599609,10092.900391,9854.000000,9899.000000,9898.990234,131680000
2010-12-28,9916.799805,9978.900391,9863.000000,9903.500000,9903.490234,83585000
2010-12-29,9933.599609,10011.900391,9900.599609,9981.500000,9981.490234,95653000
2010-12-30,9985.099609,9997.700195,9858.799805,9859.099609,9859.089844,155838000
2011-01-03,9899.400391,9993.599609,9850.500000,9888.299805,9888.290039,135778000
2011-01-04,9895.500000,9974.200195,9799.400391,9888.400391,9888.390625,194824000
2011-01-05,9877.500000,9882.400391,9599.299805,9801.400391,9801.390625,241101000
2011-01-06,9803.200195,9832.599609,9678.400391,9702.700195,9702.690430,179999000
2011-01-07,9682.400391,9699.400391,9497.799805,9560.700195,9560.690430,268083000
2011-01-10,9488.299805,9491.799805,9387.900391,9437.799805,9437.790039,271713000
2011-01-11,9467.400391,9593.000000,9404.700195,9582.099609,9582.089844,270518000
2011-01-12,9606.400391,10106.200195,9596.000000,10101.200195,10101.190430,415429000
2011-01-13,10105.799805,10410.200195,10096.799805,10370.799805,10370.789063,484937000
2011-01-14,10337.799805,10423.000000,10249.500000,10385.099609,10385.088867,292458000
2011-01-17,10328.299805,10354.900391,10245.500000,10280.000000,10279.989258,207148000
2011-01-18,10314.200195,10591.900391,10304.599609,10583.400391,10583.389648,320746000
2011-01-19,10596.700195,10618.000000,10493.299805,10556.500000,10556.489258,294236000
2011-01-20,10542.599609,10683.000000,10515.500000,10636.900391,10636.889648,365740000
2011-01-21,10663.400391,10937.599609,10660.500000,10829.099609,10829.088867,441528000
2011-01-24,10852.200195,10925.500000,10690.299805,10815.400391,10815.389648,235973000
2011-01-25,10840.799805,10855.400391,10626.700195,10664.400391,10664.389648,294500000
2011-01-26,10715.000000,10812.299805,10668.700195,10670.700195,10670.689453,229377000
2011-01-27,10644.200195,10899.299805,10579.900391,10828.700195,10828.689453,297157000
2011-01-28,10822.000000,10961.099609,10713.400391,10747.000000,10746.989258,341939000
2011-01-31,10738.200195,10918.599609,10603.400391,10806.000000,10805.989258,266180000
2011-02-01,10886.200195,10987.099609,10777.099609,10967.900391,10967.889648,283883000
2011-02-02,11004.200195,11044.299805,10917.400391,11010.200195,11010.189453,246889000
2011-02-03,10979.599609,11019.099609,10756.599609,10860.700195,10860.689453,362088000
2011-02-04,10875.299805,10906.299805,10770.400391,10854.700195,10854.689453,228777000
2011-02-07,10854.299805,10985.000000,10782.299805,10922.599609,10922.588867,279793000
2011-02-08,10921.599609,10992.099609,10869.400391,10965.099609,10965.088867,196967000
2011-02-09,10950.599609,11053.900391,10910.700195,10935.599609,10935.588867,202681000
2011-02-10,10877.799805,10885.299805,10685.700195,10791.900391,10791.889648,276284000
2011-02-11,10771.700195,10875.599609,10656.400391,10803.599609,10803.588867,177823000
2011-02-14,10847.599609,10894.200195,10733.799805,10774.700195,10774.689453,187491000
2011-02-15,10753.299805,10899.599609,10719.200195,10826.200195,10826.189453,180920000
2011-02-16,10852.000000,11092.099609,10851.000000,11047.799805,11047.789063,323647000
2011-02-17,11056.200195,11149.000000,10999.000000,11113.000000,11112.988281,245438000
2011-02-18,11137.599609,11165.000000,10961.000000,11068.099609,11068.088867,325457000
2011-02-21,11049.299805,11050.299805,10792.200195,10810.500000,10810.489258,212236000
2011-02-22,10720.200195,10792.900391,10601.299805,10701.900391,10701.889648,260887000
2011-02-23,10705.200195,10741.000000,10611.599609,10633.400391,10633.389648,217729000
2011-02-24,10563.200195,10674.599609,10543.299805,10647.599609,10647.588867,217940000
2011-02-25,10703.000000,10848.599609,10669.400391,10822.700195,10822.689453,233462000
2011-02-28,10829.900391,10923.000000,10730.700195,10850.799805,10850.789063,216216000
2011-03-01,10898.799805,10939.700195,10707.400391,10761.900391,10761.889648,256468000
2011-03-02,10682.000000,10710.900391,10576.200195,10643.799805,10643.789063,233014000
2011-03-03,10682.900391,10781.900391,10512.200195,10566.900391,10566.889648,262825000
2011-03-04,10596.000000,10627.200195,10463.799805,10498.700195,10498.689453,221762000
2011-03-07,10478.099609,10623.900391,10417.500000,10495.700195,10495.689453,257321000
2011-03-08,10529.400391,10568.700195,10412.900391,10568.700195,10568.689453,198314000
2011-03-09,10594.500000,10602.400391,10497.299805,10559.500000,10559.489258,411425000
2011-03-10,10444.900391,10479.299805,10351.200195,10435.599609,10435.588867,243919000
2011-03-11,10346.200195,10452.799805,10313.599609,10398.400391,10398.389648,256479000
2011-03-14,10386.200195,10637.700195,10364.500000,10415.900391,10415.889648,505812000
2011-03-15,10250.200195,10376.900391,10076.500000,10329.700195,10329.689453,471079000
2011-03-16,10372.200195,10422.200195,10079.900391,10092.599609,10092.589844,358245000
2011-03-17,10183.700195,10375.000000,10085.500000,10325.599609,10325.588867,0
2011-03-18,10382.799805,10448.599609,10262.099609,10328.400391,10328.389648,370068000
2011-03-21,10473.700195,10574.400391,10418.900391,10574.400391,10574.389648,223977000
2011-03-22,10584.799805,10734.299805,10549.700195,10576.099609,10576.088867,269854000
